user,TRUE
one,FALSE
we,FALSE
someone,FALSE
people,TRUE
everyone,FALSE
player,TRUE
anyone,FALSE
viewer,TRUE
choose,TRUE
try,TRUE
decide,TRUE
agree,TRUE
pretend,FALSE
attempt,TRUE
refuse,TRUE
register,TRUE
promise,TRUE
fail,TRUE
appear,TRUE
whether,FALSE
learn,TRUE
continue,TRUE
accept,TRUE
copy,TRUE
help,TRUE
send,TRUE
use,TRUE
cooperate,TRUE
give,TRUE
surrender,FALSE
leave,TRUE
participate,TRUE
read,TRUE
receive,TRUE
transmit,TRUE
deliver,TRUE
exchange,TRUE
reveal,FALSE
transfer,TRUE
broadcast,TRUE
carry,TRUE
,FALSE
,FALSE
agent,TRUE
model,TRUE
software,TRUE
version,TRUE
term,TRUE
system,TRUE
name,TRUE
entity,TRUE
application,TRUE
type,TRUE
individual,TRUE
standard,TRUE
user,TRUE
machine,TRUE
engine,FALSE
vehicle,FALSE
unit,TRUE
equipment,FALSE
environment,TRUE
platform,TRUE
car,FALSE
facility,TRUE
aircraft,FALSE
#,FALSE
agent,TRUE
#,FALSE
#,FALSE
#,FALSE
code,TRUE
#,FALSE
pass,TRUE
relay,TRUE
convey,TRUE
communicate,TRUE
provide,TRUE
write,TRUE
forward,TRUE
message,TRUE
network,TRUE
resource,TRUE
packet,TRUE
signal,TRUE
program,TRUE
channel,TRUE
file,TRUE
service,TRUE
database,TRUE
link,TRUE
task,TRUE
call,TRUE
server,TRUE
request,TRUE
party,TRUE
participant,TRUE
node,TRUE
message,TRUE
client,TRUE
other,TRUE
recipient,TRUE
station,TRUE
member,TRUE
device,TRUE
element,TRUE
channel,TRUE
ip,FALSE
MAC,FALSE
domain,TRUE
datum,TRUE
address,TRUE
host,TRUE
global,FALSE
public,FALSE
email,TRUE
memory,TRUE
communication,TRUE
block,TRUE
operation,TRUE
#,FALSE
refer,TRUE
relate,TRUE
apply,TRUE
refer,TRUE
correspond,TRUE
refer,TRUE
lead,TRUE
connect,TRUE
relate,TRUE
translate,TRUE
link,TRUE
extend,TRUE
respond,TRUE
contribute,TRUE
packet,TRUE
communication,TRUE
transmission,TRUE
traffic,TRUE
network,TRUE
connection,TRUE
route,TRUE
transmission,TRUE
protocol,TRUE
delivery,TRUE
way,TRUE
manner,TRUE
fashion,FALSE
sense,TRUE
format,TRUE
form,TRUE
capacity,TRUE
mode,TRUE
state,TRUE
context,TRUE
degree,FALSE
region,TRUE
case,TRUE
receiver,TRUE
originate,TRUE
come,TRUE
originate,TRUE
arrive,TRUE
arise,TRUE
start,TRUE
travel,TRUE
pass,TRUE
flow,TRUE
come,TRUE
occur,TRUE
stem,TRUE
exist,TRUE
begin,TRUE
computer,TRUE
radio,TRUE
remote,FALSE
television,TRUE
receive,TRUE
wireless,FALSE
cellular,FALSE
local,FALSE
different,FALSE
connection,TRUE
source,TRUE
provider,TRUE
node,TRUE
carrier,TRUE
gateway,FALSE
port,TRUE
protocol,TRUE
send,TRUE
transmit,TRUE
deliver,TRUE
route,TRUE
distribute,TRUE
pass,TRUE
connect,TRUE
transfer,TRUE
communicate,TRUE
available,FALSE
present,TRUE
feed,TRUE
share,TRUE
spread,TRUE
host,TRUE
destination,TRUE
server,TRUE
location,TRUE
address,TRUE
port,TRUE
site,TRUE
instance,TRUE
receiver,TRUE
internet,TRUE
internet,TRUE
web,TRUE
physical,FALSE
read,TRUE
call,TRUE
control,FALSE
hold,TRUE
print,FALSE
send,TRUE
use,FALSE
make,TRUE
press,FALSE
Clear,FALSE
release,FALSE
start,TRUE
speak,TRUE
stop,TRUE
access,TRUE
get,TRUE
leave,TRUE
return,TRUE
save,FALSE
drop,FALSE
put,TRUE
keep,TRUE
it,FALSE
this,FALSE
we,FALSE
include,TRUE
possess,TRUE
gain,TRUE
acquire,TRUE
retain,TRUE
hold,TRUE
allow,TRUE
maintain,TRUE
ability,TRUE
request,TRUE
need,TRUE
right,TRUE
option,TRUE
customer,TRUE
decision,TRUE
command,TRUE
failure,TRUE
process,TRUE
submit,TRUE
automatically,FALSE
reject,FALSE
also,FALSE
initiate,FALSE
handle,TRUE
application,TRUE
file,TRUE
content,TRUE
call,TRUE
email,TRUE
mail,TRUE
another,FALSE
every,FALSE
multiple,FALSE
external,FALSE
service,TRUE
#,FALSE
amount,TRUE
signal,TRUE
transmitter,FALSE
receive,TRUE
mobile,FALSE
satellite,TRUE
station,TRUE
provide,TRUE
accessible,FALSE
common,FALSE
peer,FALSE
area,TRUE
location,TRUE
market,FALSE
guarantee,TRUE
reason,FALSE
evidence,FALSE
proof,FALSE
requirement,TRUE
possibility,TRUE
doubt,FALSE
problem,TRUE
question,TRUE
indication,TRUE
explanation,FALSE
chance,FALSE
danger,FALSE
attacker,TRUE
NSA,FALSE
device,TRUE
operator,TRUE
player,TRUE
recipient,TRUE
access,TRUE
find,TRUE
intercept,TRUE
see,TRUE
retrieve,FALSE
identify,TRUE
detect,TRUE
return,TRUE
obtain,FALSE
recover,FALSE
hear,TRUE
information,TRUE
article,TRUE
section,TRUE
page,TRUE
document,TRUE
list,TRUE
table,TRUE
report,TRUE
book,TRUE
website,TRUE
edition,TRUE
manual,FALSE
describe,TRUE
cover,TRUE
contain,TRUE
include,TRUE
present,TRUE
detail,TRUE
list,TRUE
provide,TRUE
discuss,TRUE
outline,TRUE
state,TRUE
define,TRUE
explain,TRUE
technical,FALSE
relevant,FALSE
follow,TRUE
safety,FALSE
specific,FALSE
statutory,FALSE
training,FALSE
legal,FALSE
current,FALSE
operational,FALSE
regulatory,FALSE
minimum,FALSE
work,TRUE
activity,TRUE
document,TRUE
objective,TRUE
documentation,TRUE
result,TRUE
goal,TRUE
plan,TRUE
material,TRUE
material,TRUE
proposal,FALSE
description,TRUE
detail,TRUE
english,FALSE
particular,FALSE
full,FALSE
general,FALSE
order,TRUE
italic,FALSE
use,TRUE
require,TRUE
need,TRUE
necessary,FALSE
implement,TRUE
employ,TRUE
utilize,TRUE
useful,FALSE
apply,TRUE
important,FALSE
design,TRUE
essential,FALSE
choose,TRUE
telecommunication,FALSE
India,FALSE
advertising,FALSE
Japan,FALSE
Europe,FALSE
broadcast,TRUE
industry,TRUE
electronic,FALSE
